0.429	0.000	7.121	9.300	2.155	14.426	18.254	21.475	30.371	

0.451	0.000	9.699	11.065	14.338	15.693	19.306	21.698	29.819	

0.451	0.000	6.507	8.548	11.517	13.597	17.276	19.982	27.747	

0.460	0.000	6.532	8.684	11.741	13.850	17.111	20.048	28.312	

0.513	0.000	5.495	6.822	10.086	11.704	15.611	17.700	25.443	

0.516	0.000	6.227	7.753	10.328	12.367	15.197	17.681	25.504	

